,person_id,mode_probs,amenity_probs,predict_mode_numeric,predict_amenity_numeric,income_group,household_size,vehicles,family_structure,age_group,target_amenity,target_mode,target_amenity_numeric,target_mode_numeric,predict_mode,predict_amenity
21,3.260722484969248e+17,[0.22 0.26 0.52],[0.25 0.05 0.65 0.05],0.0,0.0,High,2_person,1,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
22,7.992154538069809e+18,[0.2 0.1 0.7],[0.20512821 0.05128205 0.71794872 0.02564103],2.0,0.0,High,2_person,1,nonfamily_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
23,6.21873187393563e+17,[0.14 0.32 0.54],[0.28 0.12 0.56 0.04],1.0,2.0,Moderate,2_person,1,family_single,Senior,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
24,6.325591393422687e+18,[0.3  0.45 0.25],[0.1 0.2 0.6 0.1],0.0,2.0,Debt,1_person,1,living_alone,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
25,1.1911846177181594e+19,[0.2  0.35 0.45],[0.1  0.2  0.65 0.05],0.0,1.0,Ultra High,2_person,2,married_couple,Middle Age,Limited-Service Restaurants,Walking,0.0,0,Walking,Nonalcoholic Bars
26,1.3270103578439553e+19,[0.25 0.2  0.55],[0.08 0.24 0.62 0.06],2.0,0.0,Moderate,1_person,1,living_alone,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
27,8.860510867231447e+18,[0.1  0.27 0.63],[0.35 0.15 0.47 0.03],2.0,2.0,Moderate,2_person,2,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
28,3334330022187018.0,[0.2  0.28 0.52],[0.18 0.38 0.28 0.16],2.0,3.0,Moderate,2_person,1,nonfamily_single,Elderly,Nonalcoholic Bars,Public_transport,1.0,1,Car,Drinking Places
30,1.0269199770082634e+19,[0.25 0.25 0.5 ],[0.25 0.05 0.65 0.05],2.0,2.0,Moderate,2_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
31,5.324555472376509e+18,[0.32 0.53 0.15],[0.3  0.2  0.45 0.05],2.0,0.0,Debt,6_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Limited-Service Restaurants
33,8.800311900976599e+18,[0.13 0.55 0.32],[0.28865979 0.12371134 0.55670103 0.03092784],1.0,1.0,Moderate,1_person,1,living_alone,Senior,Full-Service Restaurants,Walking,2.0,0,Public_transport,Nonalcoholic Bars
34,1.2614046980687049e+19,[0.45 0.35 0.2 ],[0.35 0.15 0.45 0.05],2.0,1.0,Moderate,4_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
35,1.546287298284822e+19,[0.25 0.1  0.65],[0.1 0.2 0.6 0.1],2.0,0.0,Moderate,4_person,2,family_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
36,1.4557324738653932e+18,[0.1 0.8 0.1],[0.15 0.42 0.38 0.05],1.0,2.0,Debt,5_person,1,married_couple,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
37,6.151195384140786e+18,[0.15 0.3  0.55],[0.25 0.06 0.67 0.02],2.0,0.0,Moderate,3_person,1,family_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
38,1.7267927822371097e+19,[0.11 0.26 0.63],[0.3  0.1  0.55 0.05],0.0,2.0,Moderate,3_person,1,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
39,3.632856760141869e+18,[0.55 0.35 0.1 ],[0.28 0.12 0.55 0.05],0.0,2.0,High,2_person,1,married_couple,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Walking,Full-Service Restaurants
40,7.432489020438284e+18,[0.25 0.2  0.55],[0.0625     0.13541667 0.77083333 0.03125   ],0.0,2.0,Very High,1_person,1,living_alone,Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
41,9.355814540958252e+17,[0.45 0.2  0.35],[0.1  0.2  0.65 0.05],0.0,2.0,Ultra High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
42,8.98981793732501e+18,[0.2  0.35 0.45],[0.2  0.27 0.43 0.1 ],0.0,1.0,High,2_person,2,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Nonalcoholic Bars
43,1.7745764619380627e+19,[0.4 0.5 0.1],[0.21649485 0.08247423 0.64948454 0.05154639],0.0,0.0,Low,6_person,0,family_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
44,8.265639512172123e+18,[0.25 0.3  0.45],[0.15 0.19 0.63 0.03],2.0,2.0,Ultra High,1_person,1,living_alone,Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
45,2.800834359096604e+18,[0.28 0.14 0.58],[0.15 0.25 0.53 0.07],1.0,0.0,Ultra High,2_person,1,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Public_transport,Limited-Service Restaurants
46,1.3971796664956928e+19,[0.45 0.4  0.15],[0.18 0.28 0.45 0.09],0.0,2.0,Low,4_person,1,family_single,Middle Age,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
47,5.596528865965317e+18,[0.23 0.3  0.47],[0.35 0.08 0.52 0.05],0.0,1.0,Moderate,2_person,1,nonfamily_single,Young Adult,Drinking Places,Car,3.0,2,Walking,Nonalcoholic Bars
48,1.4740321691281943e+18,[0.1  0.35 0.55],[0.45 0.15 0.2  0.2 ],1.0,3.0,Low,1_person,1,living_alone,Senior,Limited-Service Restaurants,Car,0.0,2,Public_transport,Drinking Places
50,1.2465059861198303e+19,[0.35 0.45 0.2 ],[0.66666667 0.16666667 0.11111111 0.05555556],1.0,0.0,Debt,5_person,1,married_couple,Young Adult,Drinking Places,Public_transport,3.0,1,Public_transport,Limited-Service Restaurants
51,1.1297535379449798e+18,[0.1  0.35 0.55],[0.0625     0.17708333 0.76041667 0.        ],2.0,2.0,Ultra High,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
52,1.1029144171013802e+19,[0.2  0.45 0.35],[0.3 0.1 0.5 0.1],0.0,3.0,Ultra High,1_person,1,living_alone,Middle Age,Full-Service Restaurants,Car,2.0,2,Walking,Drinking Places
53,1.3527072733351352e+19,[0.15 0.21 0.64],[0.15 0.25 0.55 0.05],2.0,2.0,Low,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
54,9.515779483170218e+18,[0.36 0.44 0.2 ],[0.24 0.05 0.68 0.03],1.0,0.0,Very High,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
55,7.207265335519337e+18,[0.12 0.36 0.52],[0.25 0.05 0.65 0.05],2.0,2.0,Moderate,3_person,1,married_couple,Adult,Drinking Places,Walking,3.0,0,Car,Full-Service Restaurants
56,3.630455311923905e+18,[0.45 0.42 0.13],[0.38 0.15 0.47 0.  ],1.0,2.0,Debt,3_person,0,family_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
57,7.095155994799121e+18,[0.42 0.38 0.2 ],[0.27 0.04 0.68 0.01],2.0,2.0,Moderate,3_person,3_plus,nonfamily_single,Young Adult,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
58,3.339560348876756e+18,[0.15 0.35 0.5 ],[0.25 0.05 0.65 0.05],2.0,2.0,Very High,6_person,3_plus,married_couple,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
59,1.412743512860687e+19,[0.05 0.1  0.85],[0.31578947 0.10526316 0.52631579 0.05263158],2.0,1.0,Ultra High,1_person,1,living_alone,Elderly,Drinking Places,Car,3.0,2,Car,Nonalcoholic Bars
61,5.624143527260796e+18,[0.17 0.31 0.52],[0.26262626 0.08080808 0.62626263 0.03030303],1.0,0.0,Ultra High,1_person,1,living_alone,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Limited-Service Restaurants
62,1.5529624238226584e+19,[0.32 0.52 0.16],[0.1  0.21 0.62 0.07],0.0,2.0,Debt,3_person,1,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
64,4.793342788474607e+18,[0.38 0.35 0.27],[0.1 0.3 0.5 0.1],2.0,2.0,Low,3_person,2,married_couple,Adult,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
65,1.5751268060541026e+19,[0.1  0.55 0.35],[0.35 0.09 0.52 0.04],2.0,2.0,Ultra High,3_person,2,married_couple,Middle Age,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
66,3.161925274564293e+18,[0.2  0.28 0.52],[0.26 0.15 0.55 0.04],1.0,2.0,Low,2_person,2,married_couple,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
67,2.9678525392543365e+18,[0.2 0.2 0.6],[0.15 0.3  0.5  0.05],2.0,0.0,High,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
68,1.718346579452031e+19,[0.15 0.3  0.55],[0.3 0.1 0.5 0.1],2.0,2.0,Moderate,1_person,1,living_alone,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
70,6.222112094547884e+18,[0.12 0.42 0.46],[0.1  0.15 0.65 0.1 ],1.0,1.0,Low,3_person,2,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
71,8.552186379466208e+18,[0.47 0.39 0.14],[0.23 0.13 0.45 0.19],0.0,0.0,Debt,2_person,1,family_single,Young Adult,Limited-Service Restaurants,Car,0.0,2,Walking,Limited-Service Restaurants
72,2.0159136086654008e+18,[0.3  0.55 0.15],[0.3  0.25 0.4  0.05],1.0,2.0,Low,5_person,0,married_couple,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
73,3.095603292170357e+18,[0.45 0.35 0.2 ],[0.25 0.1  0.6  0.05],0.0,0.0,Low,1_person,0,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Limited-Service Restaurants
74,2.6020122867935887e+18,[0.15 0.3  0.55],[0.21 0.04 0.73 0.02],2.0,1.0,Moderate,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
75,1.7975056229704835e+19,[0.12 0.26 0.62],[0.26 0.24 0.39 0.11],2.0,2.0,Low,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
76,4.78788659421534e+18,[0.2 0.2 0.6],[0.42 0.09 0.47 0.02],1.0,0.0,Low,2_person,2,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Limited-Service Restaurants
77,1.2887116290219332e+19,[0.15 0.35 0.5 ],[0.24489796 0.05102041 0.66326531 0.04081633],1.0,0.0,Ultra High,2_person,0,nonfamily_single,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
78,7.795066969776755e+18,[0.2  0.42 0.38],[0.31 0.08 0.58 0.03],2.0,2.0,Moderate,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
79,1.5473820774128191e+19,[0.15 0.25 0.6 ],[0.15 0.06 0.73 0.06],2.0,0.0,Very High,4_person,3_plus,family_single,Senior,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
80,6.539512779017173e+18,[0.42 0.54 0.04],[0.36 0.15 0.42 0.07],0.0,2.0,Moderate,3_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
81,6.279005694274863e+18,[0.2  0.44 0.36],[0.3  0.1  0.55 0.05],0.0,0.0,Moderate,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
82,1.1945390963355806e+19,[0.25 0.27 0.48],[0.1  0.45 0.35 0.1 ],0.0,1.0,Moderate,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Walking,Nonalcoholic Bars
83,1.3580224128204458e+19,[0.16 0.21 0.63],[0.41 0.09 0.46 0.04],2.0,0.0,Moderate,5_person,3_plus,married_couple,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Limited-Service Restaurants
84,1.184758576238401e+18,[0.17391304 0.26086957 0.56521739],[0.16326531 0.32653061 0.46938776 0.04081633],2.0,1.0,Ultra High,2_person,2,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
85,9.134688859656068e+18,[0.2  0.35 0.45],[0.33673469 0.15306122 0.44897959 0.06122449],1.0,2.0,Debt,2_person,1,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Public_transport,Full-Service Restaurants
86,1.75969900527818e+19,[0.2  0.52 0.28],[0.14 0.21 0.54 0.11],1.0,0.0,Ultra High,1_person,0,living_alone,Middle Age,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
87,1.4237046771034547e+18,[0.2 0.2 0.6],[0.25510204 0.10204082 0.6122449  0.03061224],2.0,0.0,Ultra High,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
88,1.232957273984122e+18,[0.1  0.26 0.64],[0.26 0.12 0.54 0.08],2.0,2.0,Moderate,2_person,2,nonfamily_single,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
89,1.2549949260663188e+16,[0.3  0.55 0.15],[0.28 0.24 0.34 0.14],2.0,0.0,Ultra High,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Car,Limited-Service Restaurants
90,1.2754172937398485e+19,[0.6  0.35 0.05],[0.15 0.26 0.48 0.11],1.0,1.0,Low,3_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Nonalcoholic Bars
91,5.86810538286761e+18,[0.15 0.7  0.15],[0.16 0.07 0.73 0.04],0.0,1.0,Debt,3_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Walking,Nonalcoholic Bars
92,1.5548476353222871e+19,[0.4  0.45 0.15],[0.31 0.09 0.56 0.04],1.0,0.0,Debt,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Limited-Service Restaurants
93,1.049552115486953e+19,[0.15 0.3  0.55],[0.16 0.31 0.46 0.07],2.0,2.0,Ultra High,7_plus_person,1,married_couple,Elderly,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
94,1.0525736188457144e+19,[0.15 0.4  0.45],[0.15 0.25 0.55 0.05],1.0,2.0,Very High,1_person,1,living_alone,Senior,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
95,1.5076856796173384e+19,[0.12 0.26 0.62],[0.25 0.15 0.55 0.05],1.0,2.0,High,2_person,2,married_couple,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
96,8.890651736448819e+18,[0.1  0.35 0.55],[0.35 0.15 0.45 0.05],2.0,1.0,Debt,4_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
97,1.5745586233024612e+19,[0.55 0.35 0.1 ],[0.45 0.15 0.28 0.12],0.0,2.0,Debt,2_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
98,5.948174127995676e+18,[0.2  0.55 0.25],[0.25 0.1  0.6  0.05],1.0,2.0,Moderate,2_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
99,1.3160703201466012e+19,[0.55 0.3  0.15],[0.28 0.12 0.54 0.06],0.0,0.0,High,1_person,0,living_alone,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Walking,Limited-Service Restaurants
100,3.186884988304475e+18,[0.32 0.52 0.16],[0.24 0.16 0.45 0.15],2.0,3.0,Debt,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Drinking Places
101,7.071141664606755e+18,[0.15 0.3  0.55],[0.31 0.08 0.58 0.03],2.0,0.0,Ultra High,2_person,2,married_couple,Middle Age,Limited-Service Restaurants,Walking,0.0,0,Car,Limited-Service Restaurants
102,4.5918479664887546e+17,[0.15 0.23 0.62],[0.26804124 0.12371134 0.59793814 0.01030928],1.0,2.0,Ultra High,1_person,1,living_alone,Senior,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
103,7.149562998195157e+18,[0.2 0.3 0.5],[0.07 0.25 0.65 0.03],2.0,2.0,Ultra High,2_person,1,family_single,Senior,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
104,1.1957037987574356e+19,[0.41 0.37 0.22],[0.15 0.35 0.42 0.08],0.0,2.0,Moderate,3_person,0,married_couple,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
105,2.270223271390246e+18,[0.16 0.12 0.72],[0.26315789 0.10526316 0.57894737 0.05263158],2.0,2.0,Moderate,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
106,1.7820451355316406e+18,[0.25 0.4  0.35],[0.3 0.1 0.5 0.1],2.0,3.0,Moderate,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Drinking Places
107,6.887873864471251e+18,[0.35 0.25 0.4 ],[0.26 0.05 0.67 0.02],0.0,0.0,Low,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Walking,Limited-Service Restaurants
108,1.0258552510066248e+19,[0.4  0.45 0.15],[0.13 0.13 0.74 0.  ],1.0,2.0,Moderate,4_person,2,nonfamily_single,Middle Age,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
109,1.155173274183743e+19,[0.1  0.25 0.65],[0.1 0.2 0.6 0.1],2.0,2.0,Debt,6_person,2,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
110,5.24119947441084e+18,[0.17 0.48 0.35],[0.36 0.08 0.52 0.04],0.0,2.0,Moderate,2_person,2,nonfamily_single,Middle Age,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
111,8.985566402683585e+17,[0.27 0.26 0.47],[0.32 0.09 0.55 0.04],2.0,2.0,High,2_person,2,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
112,1.2910482655259742e+19,[0.15 0.35 0.5 ],[0.3  0.1  0.55 0.05],2.0,2.0,Moderate,7_plus_person,1,married_couple,Adult,Drinking Places,Walking,3.0,0,Car,Full-Service Restaurants
113,1.1503374881512067e+19,[0.2  0.75 0.05],[0.27835052 0.15463918 0.49484536 0.07216495],1.0,0.0,Debt,1_person,0,living_alone,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Limited-Service Restaurants
114,1.612583316702532e+19,[0.35 0.6  0.05],[0.21 0.06 0.62 0.11],1.0,0.0,Low,1_person,0,living_alone,Senior,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
115,1.5765750785635946e+19,[0.3  0.55 0.15],[0.26 0.1  0.58 0.06],0.0,2.0,High,1_person,0,living_alone,Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
116,8.669882308469954e+18,[0.17 0.28 0.55],[0.2  0.25 0.45 0.1 ],1.0,0.0,Moderate,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Public_transport,Limited-Service Restaurants
117,7.464689094731272e+18,[0.38 0.29 0.33],[0.35 0.15 0.45 0.05],0.0,0.0,Low,2_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Limited-Service Restaurants
118,1.1094034985913936e+19,[0.2  0.25 0.55],[0.26530612 0.12244898 0.57142857 0.04081633],2.0,2.0,Moderate,2_person,1,nonfamily_single,Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
119,8.963341165582495e+18,[0.22 0.36 0.42],[0.26 0.15 0.53 0.06],2.0,1.0,Low,3_person,1,married_couple,Middle Age,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
120,8.551332300465706e+18,[0.25 0.2  0.55],[0.15 0.25 0.55 0.05],2.0,3.0,High,7_plus_person,2,married_couple,Adult,Full-Service Restaurants,Walking,2.0,0,Car,Drinking Places
121,2.0932442368432136e+18,[0.24 0.33 0.43],[0.25 0.1  0.6  0.05],1.0,2.0,Low,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
122,7.191514771247198e+18,[0.28 0.42 0.3 ],[0.1  0.05 0.7  0.15],0.0,2.0,Moderate,3_person,1,family_single,Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
123,7.426253887404767e+17,[0.24 0.44 0.32],[0.12 0.21 0.55 0.12],2.0,2.0,Moderate,4_person,1,family_single,Middle Age,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
125,9.32461144264644e+18,[0.26 0.22 0.52],[0.34 0.11 0.45 0.1 ],0.0,2.0,Moderate,4_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
126,9.953173655904098e+18,[0.22 0.42 0.36],[0.01010101 0.36363636 0.55555556 0.07070707],1.0,2.0,Moderate,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
128,1.2342943704103471e+19,[0.2 0.3 0.5],[0.26 0.15 0.54 0.05],2.0,2.0,High,3_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
129,1.4310046302062789e+19,[0.25 0.2  0.55],[0.31313131 0.12121212 0.54545455 0.02020202],2.0,2.0,Low,2_person,1,nonfamily_single,Middle Age,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
131,1.2119313620028903e+19,[0.35 0.55 0.1 ],[0.35 0.1  0.5  0.05],1.0,2.0,Low,3_person,0,family_single,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
132,8.522720164181306e+18,[0.21 0.37 0.42],[0.27 0.06 0.64 0.03],1.0,0.0,Moderate,3_person,3_plus,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Limited-Service Restaurants
133,7.117996337404711e+18,[0.25 0.65 0.1 ],[0.15 0.25 0.55 0.05],1.0,1.0,Low,4_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Nonalcoholic Bars
135,1.469615573196586e+19,[0.2 0.2 0.6],[0.36 0.1  0.52 0.02],2.0,1.0,Low,2_person,2,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
