,activity_id,origin_bgrp_2020,origin_trct_2020,origin_cty_2020,origin_st_2020,destination_bgrp_2020,destination_trct_2020,destination_cty_2020,destination_st_2020,primary_mode,trip_purpose,previous_trip_purpose,trip_start_time,trip_end_time,trip_duration_minutes,trip_distance_miles,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,trip_taker_person_id,trip_taker_household_id,trip_taker_age,trip_taker_sex,trip_taker_race_ethnicity,trip_taker_employment_status,trip_taker_wfh,trip_taker_individual_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,trip_taker_home_trct_2020,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,trip_taker_work_trct_2020,trip_taker_work_cty_2020,trip_taker_work_st_2020
791767,15508161555587798666,"4 (Tract 331, San Francisco, CA)","331 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 177, San Francisco, CA)","177 (San Francisco, CA)","San Francisco County, CA",California,private_auto,work,shop,09:11:01,09:31:39,20,6.3,unknown_vehicle_type,other_non_bev,,,,office,office,office,office,9581052453384928418,5411364195133021090,36,female,white_not_hispanic_or_latino,employed,in_person,58225,walking,2,349931,one,core,naics2382,multiple_units,not_attending_school,bachelors_degree,renter,english,"1 (Tract 202.01, San Francisco, CA)","202.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 177, San Francisco, CA)","177 (San Francisco, CA)","San Francisco County, CA",California
64846,15738484047233912429,"2 (Tract 135, San Francisco, CA)","135 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 101.01, San Francisco, CA)","101.01 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,work,16:43:00,17:30:45,47,2.5,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,healthcare,retail,retail,10010541110665633230,10458203594640183839,35,female,asian_not_hispanic_or_latino,employed,in_person,118437,walking,2,236874,two,core,naics622310,multiple_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 607.03, San Francisco, CA)","607.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 135, San Francisco, CA)","135 (San Francisco, CA)","San Francisco County, CA",California
1288545,11696894297325080676,"3 (Tract 402, San Francisco, CA)","402 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 120.01, San Francisco, CA)","120.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,maintenance,home,12:30:00,12:42:50,12,3.0,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,mixed_use,office,9854838687319298097,11552708463863097097,67,male,white_not_hispanic_or_latino,employed,in_person,59399,private_auto,3,180935,two,core,naics81,single_family,not_attending_school,high_school,owner,indo_european,"3 (Tract 402, San Francisco, CA)","402 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 615.03, San Francisco, CA)","615.03 (San Francisco, CA)","San Francisco County, CA",California
148029,14476515100617524603,"1 (Tract 258, San Francisco, CA)","258 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,school,home,07:47:00,08:10:33,23,6.6,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,education,education,17543601593363748373,8441938575519656042,27,male,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,6,175006,one,core,naics62,multiple_units,graduate,bachelors_degree,renter,asian_pacific,"1 (Tract 258, San Francisco, CA)","258 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California
1165234,4747346817613385107,"2 (Tract 257.02, San Francisco, CA)","257.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 426.02, San Francisco, CA)","426.02 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,work,eat,08:49:00,09:13:26,24,7.8,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,education,education,11647729885108540369,13380454029925363208,39,female,hispanic_or_latino_origin,employed,in_person,20846,auto_passenger,3,20846,one,core,naics611110,multiple_units,not_attending_school,some_college,renter,english,"2 (Tract 257.02, San Francisco, CA)","257.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 426.02, San Francisco, CA)","426.02 (San Francisco, CA)","San Francisco County, CA",California
1226558,7633170911985349480,"1 (Tract 118, San Francisco, CA)","118 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 611.01, San Francisco, CA)","611.01 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,work,09:35:00,09:43:45,8,0.5,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,mixed_use,retail,10544041437421774756,14256584335758060980,55,female,asian_not_hispanic_or_latino,employed,in_person,47374,public_transit,5,402686,three_plus,core,naics722515,single_family,not_attending_school,high_school,owner,asian_pacific,"2 (Tract 328.02, San Francisco, CA)","328.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 118, San Francisco, CA)","118 (San Francisco, CA)","San Francisco County, CA",California
96477,9204871520183255856,"2 (Tract 201.02, San Francisco, CA)","201.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 206.01, San Francisco, CA)","206.01 (San Francisco, CA)","San Francisco County, CA",California,public_transit,shop,home,07:11:00,07:24:14,13,1.0,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,FILLMORE,multi_family,multi_family,mixed_use,retail,7881967455268265870,10172436554309859575,33,female,white_not_hispanic_or_latino,employed,in_person,173979,public_transit,3,256330,two,core,naics54,multiple_units,graduate,advanced_degree,renter,asian_pacific,"2 (Tract 201.02, San Francisco, CA)","201.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 105, San Francisco, CA)","105 (San Francisco, CA)","San Francisco County, CA",California
879982,5792055958301525605,"4 (Tract 215, San Francisco, CA)","215 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 228.01, San Francisco, CA)","228.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,recreation,eat,15:36:00,15:44:36,8,2.0,unknown_vehicle_type,other_non_bev,,,,retail,retail,mixed_use,non_retail_attraction,2076773625654398759,3798917532640193355,72,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,94512,other_travel_mode,1,94512,one,core,not_working,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 214, San Francisco, CA)","214 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
51051,11457923048591144104,"3 (Tract 328.02, San Francisco, CA)","328.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 615.01, San Francisco, CA)","615.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,work,home,06:48:00,07:15:53,27,7.5,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,transportation_utilities,transportation_utilities,3003962225586413350,5537538991612500166,51,male,asian_not_hispanic_or_latino,employed,in_person,34203,private_auto,4,86078,two,core,naics48_49,single_family,not_attending_school,some_college,owner,asian_pacific,"3 (Tract 328.02, San Francisco, CA)","328.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 615.01, San Francisco, CA)","615.01 (San Francisco, CA)","San Francisco County, CA",California
569757,15516754337879719973,"1 (Tract 154.02, San Francisco, CA)","154.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 427, San Francisco, CA)","427 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,shop,11:53:00,12:02:14,9,2.2,unknown_vehicle_type,other_non_bev,,,,office,office,multi_family,multi_family,6402671394177560056,8987551865339634067,57,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,12526,other_travel_mode,2,25053,one,core,not_working,several_units,not_attending_school,high_school,renter,english,"2 (Tract 427, San Francisco, CA)","427 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
2009531,7708248569024487314,"1 (Tract 161.01, San Francisco, CA)","161.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 151, San Francisco, CA)","151 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,home,16:43:00,17:02:16,19,1.0,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,retail,retail,5899506709264355983,6613526648913467963,74,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,16051,other_travel_mode,1,16051,zero,core,not_working,multiple_units,not_attending_school,bachelors_degree,renter,indo_european,"1 (Tract 161.01, San Francisco, CA)","161.01 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1266212,6737612374451199076,"1 (Tract 217, San Francisco, CA)","217 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 217, San Francisco, CA)","217 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,shop,18:04:13,18:06:52,2,0.8,unknown_vehicle_type,other_non_bev,,,,mixed_use,office,mixed_use,retail,13574958988888574935,5522729703500293457,65,female,white_not_hispanic_or_latino,employed,in_person,406501,private_auto,3,413797,one,core,naics611110,several_units,not_attending_school,high_school,renter,english,"2 (Tract 217, San Francisco, CA)","217 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 259, San Francisco, CA)","259 (San Francisco, CA)","San Francisco County, CA",California
1130214,17912594971974219395,"1 (Tract 230.01, San Francisco, CA)","230.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 155, San Francisco, CA)","155 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,home,04:49:00,04:59:45,10,5.3,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,retail,retail,11944441176310813924,1213266561491712699,43,male,hispanic_or_latino_origin,employed,in_person,24181,auto_passenger,11,147070,three_plus,core,naics81,single_family,not_attending_school,k_12,owner,spanish,"1 (Tract 230.01, San Francisco, CA)","230.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 230.01, San Francisco, CA)","230.01 (San Francisco, CA)","San Francisco County, CA",California
973784,16733980665363842412,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 314.02, San Francisco, CA)","314.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,social,home,13:03:00,13:20:51,17,5.2,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,single_family,single_family,2194756957830099788,17210219332523862295,34,female,white_not_hispanic_or_latino,employed,in_person,678644,private_auto,5,885909,one,core,naics81,several_units,not_attending_school,advanced_degree,renter,indo_european,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 479.04, San Francisco, CA)","479.04 (San Francisco, CA)","San Francisco County, CA",California
969273,9460049208337901859,"2 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 176.04, San Francisco, CA)","176.04 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,home,18:57:00,19:03:21,6,0.3,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,9084006898168195923,14844303502821862676,38,male,white_not_hispanic_or_latino,employed,in_person,26718,private_auto,5,136931,three_plus,core,naics81,multiple_units,not_attending_school,high_school,renter,english,"2 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
1875086,4556880772470941121,"2 (Tract 264.02, San Francisco, CA)","264.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 264.03, San Francisco, CA)","264.03 (San Francisco, CA)","San Francisco County, CA",California,private_auto,social,home,21:36:00,21:37:55,1,0.7,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,single_family,single_family,7886892789233561733,3998283143836058110,56,female,hispanic_or_latino_origin,unemployed,unemployed_under_16_not_in_labor_force,12990,other_travel_mode,1,12990,one,core,not_working,several_units,not_attending_school,some_college,renter,english,"2 (Tract 264.02, San Francisco, CA)","264.02 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
296225,11414049039566736240,"1 (Tract 451, San Francisco, CA)","451 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 156, San Francisco, CA)","156 (San Francisco, CA)","San Francisco County, CA",California,walking,social,home,12:47:00,12:50:05,3,0.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,multi_family,multi_family,5024788226385235749,7858396697564165243,70,male,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,12023,other_travel_mode,4,449980,two,core,not_working,several_units,not_attending_school,k_12,owner,asian_pacific,"1 (Tract 451, San Francisco, CA)","451 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1387148,18348881430328264182,"2 (Tract 168.02, San Francisco, CA)","168.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 158.01, San Francisco, CA)","158.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,school,home,08:17:52,08:24:23,6,1.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,education,education,5580655509122883840,12081256267816404558,13,female,white_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,2,182300,zero,core,not_working,multiple_units,school,k_12,renter,indo_european,"2 (Tract 168.02, San Francisco, CA)","168.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 158.01, San Francisco, CA)","158.01 (San Francisco, CA)","San Francisco County, CA",California
1759215,935557077051905477,"2 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California,walking,work,shop,13:42:00,13:48:43,6,0.3,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,non_retail_attraction,non_retail_attraction,18408517011375330200,16791438772137565907,36,male,white_not_hispanic_or_latino,employed,in_person,312693,walking,4,396078,two,core,naics54,several_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 104.01, San Francisco, CA)","104.01 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
1341833,6359080586623874158,"1 (Tract 107.02, San Francisco, CA)","107.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 107.01, San Francisco, CA)","107.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,work,home,15:10:00,15:11:18,1,0.4,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,office,office,8356549788777360623,5797595454730754691,60,female,hispanic_or_latino_origin,employed,in_person,28944,auto_passenger,2,67352,two,core,naics81,multiple_units,not_attending_school,high_school,renter,spanish,"1 (Tract 107.02, San Francisco, CA)","107.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 107.01, San Francisco, CA)","107.01 (San Francisco, CA)","San Francisco County, CA",California
684949,3961325031541351331,"4 (Tract 209, San Francisco, CA)","209 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 253, San Francisco, CA)","253 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,shop,home,17:26:00,17:30:13,4,1.0,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,12681433692179894922,6770895774620293306,35,female,hispanic_or_latino_origin,employed,in_person,130288,public_transit,4,375231,one,core,naics54,several_units,not_attending_school,advanced_degree,renter,spanish,"4 (Tract 209, San Francisco, CA)","209 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 615.03, San Francisco, CA)","615.03 (San Francisco, CA)","San Francisco County, CA",California
213315,11060351349309655190,"1 (Tract 601, San Francisco, CA)","601 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,work,recreation,13:30:00,13:49:37,19,5.6,unknown_vehicle_type,unknown_fuel_type,,,,non_retail_attraction,non_retail_attraction,office,office,6858194013792295011,337746927433782581,39,female,hispanic_or_latino_origin,employed,in_person,20846,auto_passenger,8,316445,one,core,naics44_45,multiple_units,not_attending_school,some_college,renter,spanish,"2 (Tract 163, San Francisco, CA)","163 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California
569675,11640681219920816084,"1 (Tract 105, San Francisco, CA)","105 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 180, San Francisco, CA)","180 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,school,home,07:53:34,08:05:46,12,2.9,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,education,education,10712633723782824919,11680025389755662390,15,male,asian_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,2551,other_travel_mode,2,23429,zero,core,not_working,multiple_units,school,k_12,renter,asian_pacific,"1 (Tract 105, San Francisco, CA)","105 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 180, San Francisco, CA)","180 (San Francisco, CA)","San Francisco County, CA",California
1512730,11490591627354312705,"2 (Tract 262.02, San Francisco, CA)","262.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California,public_transit,eat,home,06:52:00,07:43:02,51,6.9,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,MISSION RAPID,single_family,single_family,retail,retail,647639088667821055,3243628459602459314,25,female,hispanic_or_latino_origin,employed,remote,6993,worked_from_home,7,53098,zero,core,naics44_45,single_family,not_attending_school,k_12,renter,spanish,"2 (Tract 262.02, San Francisco, CA)","262.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 401, San Francisco, CA)","401 (San Francisco, CA)","San Francisco County, CA",California
86313,17728187496270729723,"1 (Tract 263.01, San Francisco, CA)","263.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 263.01, San Francisco, CA)","263.01 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,home,17:22:00,17:23:25,1,0.1,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,retail,retail,17865234656206951037,2082272287518944293,32,male,hispanic_or_latino_origin,employed,in_person,32476,private_auto,6,68872,one,core,naics721110,single_family,not_attending_school,high_school,renter,spanish,"1 (Tract 263.01, San Francisco, CA)","263.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 123.01, San Francisco, CA)","123.01 (San Francisco, CA)","San Francisco County, CA",California
