,person_id,age,gender,employment_status,household_size,household_income,available_vehicles,industry,education,trip_purpose,start_time,primary_mode,duration_minutes,age_group,income_group,predicted_mode,predicted_duration,selection_reason,choice_weights
10,14696692661183092916,18,female,not_in_labor_force,4,19609,zero,not_working,k_12,work,15,walking,0-10,18-24,$10k-$50k,walking,0-10,"[""As someone in the 18-24 age group with no income and not in the labor force, I don't have a job to commute to. Therefore, the desire to work is irrelevant. However, since I live in a household of 4 and have no vehicles, I might need to rely on public transit or walking for non-work-related trips. Given the context of Cambridge, MA, which has good public transit options, I might prefer public transit. But since I'm not working, I might also walk more for short distances. The weight for walking and public transit would be higher. The duration is likely to be short for walking and moderate for public transit.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.4}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""10-20"", ""weight"": 0.1}]"
11,17243595094662745330,26,male,employed,2,260577,one,naics54,bachelors_degree,home,15,private_auto,0-10,25-34,$200k-$300k,public_transit,30-40,"[""As a 25-34 year old with a bachelor's degree and an income between $200k-$300k, I am likely to prefer private auto for longer distances due to time efficiency. However, for shorter distances, walking or biking could be feasible. Public transit might be considered if there's a need for cost-saving, but given the household size of 2 and one available vehicle, car ownership is more practical. The cultural context in Cambridge, MA, which is a walkable and bike-friendly city, might encourage walking or biking for short trips, but private auto is still the dominant mode for most trips.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.4}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.2}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""30-40"", ""weight"": 0.1}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""50-60"", ""weight"": 0.05}]"
12,7972501111113019649,42,female,employed,1,66795,zero,naics31_33,some_college,shop,15,walking,0-10,35-44,$50k-$100k,walking,20-30,"[""As a 35-44 year old with some college education and an income between $50k-$100k, I would likely prefer walking or public transit for short trips due to the availability of sidewalks and public transit options in Cambridge, MA. Since I don't have a vehicle, walking is the most direct option. However, for longer distances, public transit would be more practical. I would avoid private auto as it's not an option. The duration would depend on the distance, but for a normal workday, a 10-20 minute walk or a 20-30 minute public transit ride seems reasonable.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""20-30"", ""weight"": 0.25}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""20-30"", ""weight"": 0.25}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""30-40"", ""weight"": 0.15}]"
13,14763949716867062788,53,male,employed,2,257831,zero,naics61,advanced_degree,eat,11,walking,0-10,45-54,$200k-$300k,walking,30-40,"[""As someone in the 45-54 age group with an advanced degree and a household income of $200k-$300k, I am likely to prioritize efficient and reliable transportation options. Cambridge, MA has a well-developed public transit system, making it a viable option for daily commuting. However, since I have no available vehicles, private auto is not an option. Given the target distance is unknown, I will consider the most common modes of transportation for similar profiles. Walking is a common choice for short distances, especially in a walkable city like Cambridge. Public transit is preferred for longer distances. Biking is also a possibility if the distance is moderate and weather conditions are favorable. The duration varies depending on the mode chosen, with walking taking longer but being more convenient for short trips.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.15}, {""primary_mode"": ""walking"", ""duration_minutes"": ""30-40"", ""weight"": 0.1}]"
14,5104314712835088722,21,male,employed,1,0,unknown_num_vehicles,naics54,some_college,work,6,walking,20-30,18-24,Under $10k,public_transit,10-20,"[""As an employed individual in my 20s with a low income, I prioritize cost-effective and time-efficient transportation. Walking is common in Cambridge due to its walkable neighborhoods, but I might prefer public transit for longer distances. Private auto use is likely if I have access to a car, but with limited income, I may opt for cheaper options. Biking is feasible if the distance is short and weather permits."", ""Cambridge has a strong public transit system, making it a viable option for daily commutes. However, with a low income, I might prioritize affordability over speed. If I have a car, private auto use is likely, but without one, public transit is more practical."", ""Walking is the most common mode for short trips, especially in a walkable city like Cambridge. However, with a low income and a single household, I might prefer public transit for cost savings. Private auto use is possible if I have access to a car, but it's less likely due to financial constraints."", ""Given my age and employment status, I'm likely to use public transit or walk for shorter distances. If I have a car, private auto use is possible. However, with a low income, I might prioritize cost-effective options like public transit or walking. Biking is also an option for short trips, but it's less likely due to income constraints.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.1}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.05}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}]"
15,12065962631916466091,67,female,employed,1,39789,zero,naics522130,high_school,eat,20,other_travel_mode,0-10,65+,$10k-$50k,walking,0-10,"[""As a 65+ individual with limited income and no vehicle, I rely on public transit and walking for daily needs. Cambridge has good public transit options, making it a reliable choice. Walking is feasible for short distances, especially since I'm employed and need to commute. On-demand auto services might be an option for longer trips, but they are more expensive. Biking is less likely due to age and potential physical limitations. Private auto is not available, so it's not a choice. The duration for public transit and walking is typically under 10-20 minutes for short trips.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.3}, {""primary_mode"": ""on_demand_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.05}]"
16,12751914771888147384,18,female,not_in_labor_force,1,0,unknown_num_vehicles,not_working,high_school,other_activity_type,11,walking,0-10,18-24,Under $10k,walking,0-10,"[""As a young adult with limited income and no employment, I prioritize cost-effective and accessible transportation. Walking is the most common and affordable option, especially for short distances. Public transit is a viable alternative if the distance is too far for walking. Since I don't have a vehicle, private auto and auto passenger are unlikely. Biking is possible but may not be the first choice due to weather or physical limitations. The duration is likely to be short since the activity is not work-related.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.45}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.15}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
17,5918183004216238851,58,female,not_in_labor_force,1,0,zero,not_working,advanced_degree,home,11,walking,10-20,55-64,Under $10k,walking,10-20,"[""As a person in the 55-64 age group with an advanced degree and no car, I prioritize walking for its health benefits and convenience. Cambridge,MA has a walkable environment with good sidewalks and pedestrian zones, making walking a viable option. My low income and lack of a car limit access to other modes, so walking is the most feasible. The short duration options align with my need for quick trips.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.4}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""20-30"", ""weight"": 0.2}, {""primary_mode"": ""on_demand_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.1}]"
18,4761380013835909412,18,male,employed,1,0,unknown_num_vehicles,naics61,some_college,maintenance,13,walking,0-10,18-24,Under $10k,private_auto,0-10,"[""As a young, employed individual with some college education in Cambridge,MA, I prioritize convenience and cost-effectiveness. Public transit is reliable and affordable, making it a likely choice. Walking is feasible for short distances, but the duration varies. Private auto offers flexibility but may be less common due to cost and parking issues. Biking is possible if the distance is short, but weather and safety might affect it. Auto passenger could be an option if someone else is driving, but it's less common for a single person.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}]"
19,1848781247772650707,24,female,employed,1,17765,zero,naics61,bachelors_degree,eat,18,public_transit,20-30,18-24,$10k-$50k,public_transit,10-20,"[""As a young, employed individual with a bachelor's degree in Cambridge, MA, I likely prioritize convenience and efficiency in my transportation choices. Public transit is a common option in this area due to urban density and limited parking, especially for someone without a car."", ""Walking is a viable option for short trips, but with a household size of 1 and no available vehicles, I may not have the flexibility to walk long distances. However, for nearby destinations, walking is still a preferred mode due to low cost and environmental benefits."", ""Biking is a popular choice in Cambridge due to its bike-friendly infrastructure and mild climate. If the destination is within a reasonable distance, I might choose this mode for its health benefits and speed."", ""Private auto and auto passenger options are less likely due to the lack of available vehicles and the city's public transit infrastructure. However, if the destination is far, I might consider carpooling or using a ride-sharing service.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""20-30"", ""weight"": 0.1}]"
20,1942092353877048713,25,male,employed,2,265609,zero,naics722511,bachelors_degree,maintenance,14,auto_passenger,0-10,25-34,$200k-$300k,biking,20-30,"[""As a young, educated, and employed individual in Cambridge, MA, I prioritize sustainability and convenience. Public transit is reliable and efficient here, making it a top choice. Walking is also common due to the city's walkability. However, without a car, I might need to combine modes or use a bike for longer distances. The duration for public transit is typically moderate, while walking is faster for short trips.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""biking"", ""duration_minutes"": ""20-30"", ""weight"": 0.15}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""30-40"", ""weight"": 0.15}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.15}]"
21,4118696059749156231,40,male,employed,3,140504,two,naics31_33,some_college,other_activity_type,12,walking,0-10,35-44,$100k-$150k,public_transit,10-20,"[""As a 35-44 year old employed individual with a household size of 3 and two available vehicles, I am likely to prioritize convenience and efficiency in my transportation choices. Cambridge, MA has a well-developed public transit system, making it a viable option for shorter trips. However, given my income level and the availability of private vehicles, I may prefer driving for longer distances. The reference data shows that 'private_auto' and 'auto_passenger' are frequently chosen, indicating a preference for personal vehicles. The duration choices suggest that most trips are relatively short, with a range of 10-20 minutes being common. Considering these factors, I would lean towards 'private_auto' with a moderate duration, as it offers flexibility and comfort for a household with three members. The weight distribution should reflect a balance between the likelihood of using personal vehicles and the efficiency of public transit for shorter distances.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.4}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""10-20"", ""weight"": 0.2}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""20-30"", ""weight"": 0.1}]"
22,17733456390154211744,47,female,employed,4,1017202,two,naics624410,advanced_degree,social,5,walking,0-10,45-54,$300k+,private_auto,10-20,"[""As a 45-54 year old with an advanced degree and a high income, I prioritize efficiency and comfort in transportation. Cambridge, MA has good public transit options, but with two cars available, private auto is a strong choice for time-sensitive social activities. The short duration options (0-10 minutes) align with my desire for quick travel, while longer durations (up to 60 minutes) might be for more distant locations. Walking and biking are less likely due to the age and income profile, but might be considered for nearby destinations.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.35}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.15}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}]"
23,7568280401562742201,7,male,under_16,3,163751,one,not_working,k_12,home,15,auto_passenger,10-20,Under 18,$150k-$200k,walking,0-10,"[""Being under 18 and not employed, the individual is likely to rely on family transportation for school and activities."", ""With one available vehicle, private auto use is feasible but depends on family availability."", ""Walking is common for short trips in a walkable city like Cambridge, MA."", ""Public transit is an option but may be less preferred by younger individuals without a driver's license.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.15}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
24,7370891358814132913,24,male,employed,3,114685,one,naics44_45,some_college,home,21,biking,10-20,18-24,$100k-$150k,auto_passenger,0-10,"[""As an employed individual in my 20s with a household size of 3 and some college education, I would likely prioritize convenience and efficiency. Cambridge, MA has good public transit options, but the availability of a private vehicle makes car use plausible. Given the late hour (21:00), walking or biking might be less practical. The weight distribution should reflect the balance between private auto and public transit, with some consideration for walking if the destination is nearby.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.4}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-23"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
25,15522677097150742137,61,male,unemployed,2,222652,one,not_working,advanced_degree,work,6,walking,0-10,55-64,$200k-$300k,on_demand_auto,0-10,"[""As a 55-64 year old with an advanced degree and $200k-$300k income, I prioritize convenience and comfort. With one vehicle available but unemployed, walking is a viable option for short distances. Public transit is reliable in Cambridge, MA, and on-demand auto services offer flexibility. However, private auto use might be less common due to age and income considerations. Duration preferences lean towards shorter times to accommodate potential errands or meetings.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""30-40"", ""weight"": 0.25}, {""primary_mode"": ""on_demand_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}]"
26,3379508001653840333,37,male,employed,3,231973,zero,naics92,advanced_degree,home,9,biking,0-10,35-44,$200k-$300k,on_demand_auto,0-10,"[""As a 35-44 year old employed individual with an advanced degree and a household size of 3, I likely prioritize efficient and reliable transportation options. Since I have no available vehicles, I am more inclined to use public transit or on-demand auto services. However, given the cultural context of Cambridge,MA, which is known for its walkability and bike-friendly environment, I might consider walking or biking for shorter distances. The weight for public transit would be moderate due to its reliability, while walking and biking would have lower weights unless the distance is very short. On-demand auto services could have a higher weight for convenience, but I might prefer public transit for cost-effectiveness. The duration choices would depend on the distance, but given the time of 09:00, I would prefer options that are not too time-consuming.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""on_demand_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}]"
